timestamp,vx,vy,vz
1540820265.6507,-0.045578152051835144,0.04749781053883242,-0.018799857577327644
1540820265.7507,-0.044278875860234455,0.04644270564526902,-0.01647401977576489
1540820265.8507,-0.04230668335793787,0.0459455163960564,-0.016857037348611534
1540820265.9507,-0.04038673142197275,0.045269446326408495,-0.012207895600723717
1540820266.0507002,-0.04129235862304465,0.04513249598702014,-0.011782513253164258
1540820266.1507,-0.04182896518567197,0.04458367444105856,-0.01479631944929919
1540820266.2507,-0.04038983774139563,0.04314302745110679,-0.03296580017324881
1540820266.3507,-0.04284400644087372,0.037497394324389366,-0.02986069320159918
1540820266.4507,-0.043066211925788474,0.03870654364018445,-0.02302502111330207
1540820266.5507002,-0.04173300083078479,0.04052826456762154,-0.018550162388858333
1540820266.6507,-0.044156324857122266,0.03789284096968487,-0.017606892295820954
1540820266.7507,-0.04771699137314447,0.03116471324134614,0.012554793617307351
1540820266.8507,-0.04991694271577327,0.019777295521076967,0.12177169918799065
1540820266.9507,-0.05015093422230761,0.003768757532886507,0.31636557405328736
1540820267.0507002,-0.04597343054617952,-0.010479772416328772,0.46056056334240103
1540820267.1507,-0.04493071134117952,-0.018849531271487557,0.5708067962694742
1540820267.2507,-0.04168648622650367,-0.018204764715287633,0.6227841419456487
1540820267.3507,-0.06854327602457767,-0.0006324844838452683,0.7114602429008039
1540820267.4507,-0.1289833447258459,0.03157490687958132,0.834265236145492
1540820267.5507002,-0.1825111893116676,0.06044801096085154,0.8972364714773248
1540820267.6507,-0.2316679442148885,0.07737552693554148,0.9890777930118771
1540820267.7507,-0.27195575079600415,0.08265842262084366,1.0952284669302115
1540820267.8507,-0.29464714208491616,0.06722999899359662,1.214310334141374
1540820267.9507,-0.3142118162201407,0.04793754906126962,1.2950957106609384
1540820268.0507002,-0.3284348126583628,0.019020643288028206,1.359096704183955
1540820268.1507,-0.3232926629913418,-0.02609760586608468,1.3811173510658366
1540820268.2507,-0.32366476357166246,-0.0758879516646108,1.4096646800323176
1540820268.3507,-0.32074726812961246,-0.1350036099056655,1.4092894904489646
1540820268.4507,-0.3187867373811151,-0.1954069243916796,1.3330518333301409
1540820268.5507002,-0.324889041386507,-0.2697721700268738,1.231211121819977
1540820268.6507,-0.3578893670259774,-0.3561140333726808,1.1514332148456081
1540820268.7507,-0.39931855193083116,-0.449283315259404,1.0608481858774939
1540820268.8507,-0.43954465247663715,-0.5471425851674279,0.9836454546879412
1540820268.9507,-0.46550101230493174,-0.6496128413122979,0.9248082698548277
1540820269.0507002,-0.4709671157779386,-0.7635937788115965,0.8645612832473212
1540820269.1507,-0.45129926635740625,-0.8831565981412723,0.7953689540650815
1540820269.2507,-0.4005798817415798,-1.0057863174002173,0.7131235810350878
1540820269.3507,-0.32882932223501987,-1.12753104905857,0.6008015741758789
1540820269.4507,-0.234730387856358,-1.2434536120889306,0.5038291560265833
1540820269.5507002,-0.11257103535196492,-1.3535611139382115,0.44066794780529933
1540820269.6507,0.029508790041753483,-1.4523702985949811,0.36264396690084766
1540820269.7507,0.18950767915420047,-1.5223060848435972,0.2745505153659189
1540820269.8507,0.3689016654392532,-1.5611578185167008,0.12556049769798816
1540820269.9507,0.5506758355791838,-1.557705472845223,-0.088342825606728
1540820270.0507002,0.7168717408700529,-1.515836966663226,-0.2821469396566742
1540820270.1507,0.8472715773159604,-1.4234267891931747,-0.4353677428003231
1540820270.2507,0.9351165405841516,-1.2574606889879538,-0.6228730017035276
1540820270.3507,0.986274112477278,-1.038792642800003,-0.8662503384889665
1540820270.4507,1.0016350373541916,-0.7920005200236397,-1.1107548488909984
1540820270.5507002,0.9960323672897516,-0.5372135506105798,-1.3192870791211986
1540820270.6507,1.022011069959098,-0.34420485193346617,-1.398702574995909
1540820270.7507,1.0788439325738677,-0.2377046992310374,-1.357464809152379
1540820270.8507,1.163098401282391,-0.21987317134078088,-1.3159880197941096
1540820270.9507,1.2540053193605374,-0.22795272204008976,-1.3074943739947475
1540820271.0507002,1.3317971937807085,-0.21576562260933282,-1.2967720718573765
1540820271.1507,1.4035988575308338,-0.19891764464211023,-1.3392749000814552
1540820271.2507,1.4613486192575904,-0.16625209210407985,-1.4385466259707618
1540820271.3507,1.4980210575924737,-0.10613114027545643,-1.5755676135017413
