timestamp,tx,ty,tz
1540821387.55898,0.30847760896178755,0.0053900589164647275,-0.030926172672153956
1540821387.65098,0.30853439609364636,0.0053712926389844675,-0.030876726305911876
1540821387.75098,0.30859031441068285,0.005356320481727359,-0.030820942202712417
1540821387.8509798,0.3086428893253956,0.0053469912469570734,-0.030765952923679916
1540821387.95098,0.3086744723026897,0.005325724336096245,-0.030739817564024562
1540821388.05098,0.3086866171352404,0.005288525746368444,-0.030744548401272533
1540821388.15098,0.30867663831138903,0.0052608071174112215,-0.030766674300706016
1540821388.25098,0.30866457270968367,0.005255529160152616,-0.030775314835261757
1540821388.3509798,0.3086364321605675,0.005240989600836933,-0.030803454157054357
1540821388.45098,0.3085732104428755,0.005210245171238327,-0.030889917430207164
1540821388.55098,0.30849758116801984,0.005184318502788735,-0.0309800848095854
1540821388.65098,0.30842195977090403,0.005164136923074511,-0.031000308798160656
1540821388.75098,0.3083851670879081,0.005105489165318315,-0.03096808504277644
1540821388.8509798,0.3081763431663272,0.004849684983480266,-0.03083104465744316
1540821388.95098,0.30747260387700326,0.00399553790092779,-0.030282921643679107
1540821389.05098,0.3060480697962324,0.0024279141362110435,-0.02903507185618948
1540821389.15098,0.3036890920013212,0.00043842805044285414,-0.026691854347133885
1540821389.25098,0.30052265225480784,-0.0016740308021482816,-0.023234311643915425
1540821389.3509798,0.29666693828056695,-0.003752741087663781,-0.01877953164336341
1540821389.45098,0.29237151041547943,-0.005955456705713147,-0.01320368316390566
1540821389.55098,0.28811552523811973,-0.008325174970993545,-0.007239448702076124
1540821389.65098,0.2840953648590919,-0.010856071369451721,-0.0018421723758314393
1540821389.75098,0.28018484711954117,-0.013779338906462301,0.0024899057563307187
1540821389.8509798,0.2762012365996638,-0.017534676879322496,0.005453886934757109
1540821389.95098,0.27156351291327224,-0.023024636118382628,0.007103451009126041
1540821390.05098,0.26604871140987457,-0.03064987885019991,0.00758198200504873
1540821390.15098,0.25971124285299385,-0.04014048237424255,0.0069767771908376104
1540821390.25098,0.2525296318840017,-0.05160574490571164,0.005438781253073488
1540821390.3509798,0.24524272700537691,-0.06509785695559078,0.0033131691343146314
1540821390.45098,0.2382565405017622,-0.08061228245468821,0.0007142349818762313
1540821390.55098,0.23214674173266303,-0.09793155266498478,-0.001704779217460022
1540821390.65098,0.22758637402598714,-0.11668700101930421,-0.003304560878903301
1540821390.75098,0.2248032147608622,-0.13660629888050077,-0.003789776776454563
1540821390.8509798,0.22407555287158798,-0.15707998763270037,-0.003150647050605182
1540821390.95098,0.2253885375492663,-0.17744235214855245,-0.0018050673987473362
1540821391.05098,0.22873422733050058,-0.19706966347382504,-0.000141470423564827
1540821391.15098,0.23428080220153732,-0.21513531970849756,0.001686500133281441
1540821391.25098,0.24202763049148535,-0.23145517141456973,0.003634848442258423
1540821391.3509798,0.25185637511816017,-0.2462689320329829,0.005698115631663875
1540821391.45098,0.26369102097939096,-0.2593504021944529,0.007822393838214281
1540821391.55098,0.2773423315911659,-0.27043358273191187,0.00988990662520032
1540821391.65098,0.29216153908824105,-0.2791988540315461,0.01131921189214407
1540821391.75098,0.30754795872944446,-0.285229430671538,0.011528908218876416
1540821391.8509798,0.3232023153673277,-0.2882110377977251,0.01021715430757084
1540821391.95098,0.33931453526819033,-0.2882433207493735,0.007631330295087773
1540821392.05098,0.3561598386365046,-0.2855440797174797,0.004482666149905736
1540821392.15098,0.3740471721653283,-0.2804076845720868,0.001409387184118374
1540821392.25098,0.3932432333380977,-0.2729294242363848,-0.0010703135069369185
1540821392.3509798,0.4143554171597082,-0.2635656175292224,-0.0022068561227778674
1540821392.45098,0.4376077650848845,-0.25293245733919906,-0.0019273177539810148
1540821392.55098,0.4627220182877531,-0.24121890315064437,-0.0007770644810443575
1540821392.65098,0.48954255424378434,-0.22876813002788113,0.0007696046816556031
1540821392.75098,0.51760054940484,-0.2155242678602771,0.002043623621899293
1540821392.8509798,0.5462806072832185,-0.200985524107472,0.002606204405506368
1540821392.95098,0.5752747683462202,-0.18517589880498375,0.0021596831184837895
1540821393.05098,0.6046762467752238,-0.16860374434768852,0.00038709689778858026
1540821393.15098,0.6347872235090315,-0.15151251333507515,-0.002569349936122108
1540821393.25098,0.6659593121964474,-0.13400803541614503,-0.0059550262674741075
1540821393.3509798,0.6982876259187929,-0.11569980682695753,-0.008590247411008039
1540821393.45098,0.7317108568400488,-0.09645939748692456,-0.009626842430055961
1540821393.55098,0.7659137557314264,-0.07636374002636057,-0.008317594028242356
1540821393.65098,0.8000593366343235,-0.05522056012035596,-0.004563313414636532
1540821393.75098,0.8337369288728984,-0.033217774247385284,0.0005802195137120226
1540821393.8509798,0.8664920895464763,-0.010058125121864797,0.006688602281502169
1540821393.95098,0.8974071398280367,0.014595560436573056,0.013910874816465503
1540821394.05098,0.9259136301044026,0.040444204898292535,0.021470865853823077
1540821394.15098,0.9500483916201095,0.0672822972301114,0.028973366981348184
1540821394.25098,0.9674671029080232,0.09410827609276283,0.03572648136406533
1540821394.3509798,0.978039532880759,0.11940412367472707,0.04072604754586046
1540821394.45098,0.9827049929967028,0.14223853578108253,0.04382947384523937
1540821394.55098,0.981378064200009,0.1625351497011884,0.04628021275628463
1540821394.65098,0.9749038715780821,0.18030256585486643,0.05010771691766428
1540821394.75098,0.9649853161700277,0.19606851091053795,0.05590373410917185
1540821394.8509798,0.952819548212104,0.21037671668527883,0.062010720081480106
1540821394.95098,0.9392894078612123,0.22345380722605268,0.0666529528715475
1540821395.05098,0.9246302289469912,0.23475744942904828,0.06923783040392757
1540821395.15098,0.9090767874415526,0.24401983953724526,0.06979581361390025
1540821395.25098,0.8928607518422984,0.25142221609851606,0.06819729974642877
1540821395.3509798,0.8761627464235396,0.25681694487162443,0.06434842273164333
1540821395.45098,0.858930274677038,0.25998232908734936,0.058569236062307774
1540821395.55098,0.8408888951323482,0.2606509346403112,0.05168946273742196
1540821395.65098,0.8211937739351345,0.25943445361204454,0.04456171447205736
1540821395.75098,0.7994611241671884,0.25696633000694297,0.03729215606024984
1540821395.8509798,0.776044954030625,0.25300525932286777,0.029661385015014027
1540821395.95098,0.7512408023337043,0.24690752112619732,0.021880649234576586
1540821396.05098,0.7250580916320409,0.23850760656117945,0.014339572134140449
1540821396.15098,0.6977496618699103,0.22798220183180368,0.006851362404502157
1540821396.25098,0.6698780021506731,0.2143277154859965,-0.0002886921059329298
1540821396.3509798,0.6408617946696228,0.19754528015251563,-0.00611295485539196
1540821396.45098,0.610643080626072,0.1779801087972856,-0.009835134790039227
1540821396.55098,0.5795184228902915,0.15537790649350158,-0.010983153757733236
1540821396.65098,0.5481473152069887,0.12967781052915042,-0.009569132059104125
1540821396.75098,0.5166981243792449,0.101671337208936,-0.0061115035058762575
1540821396.8509798,0.48428762604458075,0.07248166901087483,-0.0010599367561370788
1540821396.95098,0.45141549613465753,0.04264007474014793,0.0046763719550381
1540821397.05098,0.4185864038503342,0.012150931144348362,0.009722209844749913
1540821397.15098,0.38595307305610266,-0.018690701432067566,0.01321099604826869
1540821397.25098,0.3538800927773569,-0.049960235221140965,0.01516729537994479
1540821397.3509798,0.323120405722427,-0.08243403217118661,0.016571506038729932
1540821397.45098,0.2954938455504083,-0.11627699153123018,0.018214155053064097
1540821397.55098,0.273959086843344,-0.1506199951024186,0.02001294732034238
1540821397.65098,0.25959513704034043,-0.18340388435252147,0.02139385953468753
1540821397.75098,0.2512210164011311,-0.2130912763235328,0.022127760615606094
1540821397.8509798,0.24789029633777884,-0.23947726954731607,0.022318768307900794
1540821397.95098,0.2488849630842222,-0.2626961168826235,0.022279420008437186
1540821398.05098,0.25294239737978813,-0.2818409395772223,0.02208636282397524
1540821398.15098,0.2591628499879755,-0.29627245679079944,0.02184952274334285
1540821398.25098,0.26682317365001096,-0.3057645744847063,0.021623737514006498
1540821398.3509798,0.2762056416472957,-0.31101345972242356,0.02141981386756407
1540821398.45098,0.2878703077986398,-0.31295788981462536,0.021473240522952023
1540821398.55098,0.3017103832308533,-0.3120220765626393,0.021923378029960645
1540821398.65098,0.31763254748250985,-0.30846585012049477,0.022558036329499688
1540821398.75098,0.3350853804214364,-0.3026336231461991,0.022679836673789047
1540821398.8509798,0.35381076317930216,-0.2950894480313135,0.021759089683022852
1540821398.95098,0.37380725360382855,-0.2861867411887892,0.01970876319601171
1540821399.05098,0.3948614942709919,-0.27570184666373587,0.016570152737238115
1540821399.15098,0.4172084862800546,-0.26347985827447773,0.01293025028605401
1540821399.25098,0.44149096527665094,-0.2499694555874279,0.009474171655524893
1540821399.3509798,0.4676830909376452,-0.2351352873400739,0.0064764411775342255
1540821399.45098,0.49549915991152954,-0.21894608014409153,0.00397152497084834
1540821399.55098,0.5247522891569811,-0.20196273491087183,0.0014572766137189127
1540821399.65098,0.5553256050040034,-0.1847824937575846,-0.0015220250057080974
1540821399.75098,0.5871804985232519,-0.1672603732506092,-0.00470401527336641
1540821399.8509798,0.6204844111244037,-0.14921571664262331,-0.00745060633098691
1540821399.95098,0.6552785430883312,-0.13123097061163025,-0.009547346836393725
1540821400.05098,0.6916391716856515,-0.11382675546834206,-0.010560312409304438
1540821400.15098,0.729328685158586,-0.09646065012545765,-0.009377018753097446
1540821400.25098,0.767213797414274,-0.07824480087938031,-0.005942635368796201
1540821400.3509798,0.8045207614833711,-0.05879680244285438,-0.0012737666896608273
1540821400.45098,0.8410427939345557,-0.03805003564442726,0.0038470046145181957
1540821400.55098,0.8759516863342554,-0.015338162945256008,0.009893790066653781
1540821400.65098,0.9074674838996905,0.010088526907007235,0.0179492263271514
1540821400.75098,0.9336747952264933,0.03788574462427562,0.028070156222824782
1540821400.8509798,0.9533070564901956,0.0670654971038535,0.03970959090127428
1540821400.95098,0.9654906784649291,0.09613965497481354,0.05187283578856401
1540821401.05098,0.9714963597276829,0.12374347980902753,0.06302509425956128
1540821401.15098,0.9746793856349172,0.1502134305002577,0.072224403243184
1540821401.25098,0.9760087411359537,0.1756925572398938,0.07869362581830616
1540821401.3509798,0.9747689648393953,0.20022952513794934,0.08229265819080012
1540821401.45098,0.9710821632246753,0.22379004179911385,0.08317120570507595
1540821401.55098,0.9648398424092143,0.24471236546424635,0.08129455500339895
1540821401.65098,0.9555302970938002,0.26180813842527983,0.07734670990091005
1540821401.75098,0.9433634689115449,0.2753070449193727,0.07232147412561728
1540821401.8509798,0.928773572570047,0.2846083335931729,0.06665948928490051
1540821401.95098,0.9121872537135503,0.2894569454012073,0.060923123024582956
1540821402.05098,0.8938574791203131,0.2899893942480849,0.05561384929497879
1540821402.15098,0.8741123474911191,0.2863588135429286,0.05100170587770864
1540821402.25098,0.8533521591715078,0.2791872922637632,0.04664923473650861
1540821402.3509798,0.8315356570330019,0.26896770013294347,0.04222158713036881
1540821402.45098,0.8085168869632193,0.256163243241305,0.03773451057875607
1540821402.55098,0.7842285488495139,0.24181167696286562,0.032629181533173936
1540821402.65098,0.7587172964137627,0.2268522719147403,0.02612691153345695
1540821402.75098,0.7315595330725516,0.21217910701582662,0.01824977738029853
1540821402.8509798,0.7020445897227485,0.1981796831815663,0.010084623313229327
1540821402.95098,0.670041280564535,0.18490420305812777,0.0020521016481494284
1540821403.05098,0.635756595778783,0.17198498194655318,-0.00580713012503639
1540821403.15098,0.5997790497119899,0.15770581439283016,-0.012007362620535362
