timestamp,vx,vy,vz
4908.795704125,-0.000923857899447876,0.0009244326481478689,0.00012944457426697638
4908.850704125,-0.0006261802206912553,0.0008295198501421912,0.00025598668226652706
4908.950704125,-2.762704928204453e-06,0.0009495996648745743,0.0003659593402070235
4909.050704125,0.0006250929206379265,0.001132167510146768,0.0006787669442835918
4909.150704125,0.0005523389003894984,0.0010086729078392902,0.0007829657876008306
4909.250704125,0.00019768638292582763,0.0007083866421784003,0.0006074030095480756
4909.350704125,0.0006893958810557616,0.0007099892223894437,-0.0003893767301409145
4909.450704125,0.00014082035505381436,-0.001037901400413226,-0.0007666422086720752
4909.550704125,-0.00022967483969470686,-0.001402077065431282,-0.00026981942796356853
4909.650704125,0.00029025895831622715,-0.00036487966882296953,0.00013799167890244784
4909.750704125,-0.0002345724259639953,-0.0011842645568380008,8.674467366439712e-05
4909.850704125,-0.001377816596125629,-0.0033736467898804125,0.0010765520404671673
4909.950704125,-0.002130347946014084,-0.006645210854621273,0.0065166575540860925
4910.050704125,-0.0024411019678030905,-0.011039852142480188,0.018202304101572822
4910.150704125,-0.0012441531723665748,-0.014604091847499251,0.02841402228322645
4910.250704125,-0.000811617123075381,-0.01702754460914031,0.035714030469086055
4910.350704125,0.000372415073860181,-0.016891769070276806,0.039969129979640285
4910.450704125,-0.005168252233158624,-0.015997973418243498,0.04391704285060473
4910.550704125,-0.02292178718648519,-0.016897676398535823,0.04980724427570458
4910.650704125,-0.0403792533882382,-0.017514778728149473,0.052077847954676425
4910.750704125,-0.055629014631414765,-0.020243695372261023,0.05516813209283593
4910.850704125,-0.06917025067006079,-0.02500904847039893,0.05993217221937953
4910.950704125,-0.07705680274510904,-0.0323954409845974,0.06597616532842394
4911.050704125,-0.0830221709196085,-0.04091519151684458,0.07046606484337078
4911.150704125,-0.08833424084576293,-0.05068273137923728,0.07333807454854775
4911.250704125,-0.08756719660730107,-0.06213661278289539,0.07464317582611235
4911.350704125,-0.08703924712253205,-0.07530982740181298,0.07529193724352518
4911.450704125,-0.08668948203587357,-0.09097254870064728,0.0751168173818255
4911.550704125,-0.0856772635401785,-0.1070199743891858,0.07001142482203068
4911.650704125,-0.08674704986936005,-0.12701618643901416,0.06185626169569746
4911.750704125,-0.09523467973182181,-0.154904438309074,0.05339984214873252
4911.850704125,-0.10823263684937635,-0.18697913244974101,0.04381198897936849
4911.950704125,-0.12082669781570078,-0.22042023003309094,0.03443062248494078
4912.050704125,-0.13021774797494673,-0.2531530498304844,0.02701894433681559
4912.150704125,-0.13311473173513025,-0.28548235815327094,0.020529019963733366
4912.250704125,-0.12888064659358303,-0.31608096236284366,0.014587013569846492
4912.350704125,-0.11489071305971651,-0.3424025038991413,0.009515689850247193
4912.450704125,-0.09374264392842738,-0.3651115938382062,0.0037482275584713835
4912.550704125,-0.06617188046271566,-0.3829855852207339,-0.0006901635971544084
4912.650704125,-0.029886653595370214,-0.39466224231138575,-0.0010260580265669134
4912.750704125,0.013195134500235484,-0.40035077367569516,-0.0005705839026146101
4912.850704125,0.06160782718560843,-0.39606246499628445,0.0005742682599732717
4912.950704125,0.11634986673658611,-0.379941135005127,0.00035868910699278435
4913.050704125,0.17314180644293606,-0.35173525742191625,-0.003606826039916307
4913.150704125,0.22616291765232266,-0.3144216027197261,-0.007177548810523844
4913.250704125,0.26928030739297737,-0.269878069584173,-0.008537368908059895
4913.350704125,0.29905864110183045,-0.21251673518349642,-0.011908953531872412
4913.450704125,0.31711865025204755,-0.1448815516475367,-0.020036836220756065
4913.550704125,0.3241410228510025,-0.07454557885006728,-0.030145185571707523
4913.650704125,0.32248762182582946,-0.00433092290736015,-0.03971901887781804
4913.750704125,0.3278876784380925,0.05633740396025408,-0.04192138420268745
4913.850704125,0.3440376811161235,0.09901867316132583,-0.03509536379987952
4913.950704125,0.3685284218997267,0.12103947147439413,-0.027195395827378142
4914.050704125,0.39723737562701483,0.13341438573099812,-0.021827050731186404
4914.150704125,0.4220666955606745,0.14888122584244687,-0.01671483143677808
4914.250704125,0.44473438584166886,0.16522324470766955,-0.01438605635334826
4914.350704125,0.46382263949132585,0.18294340964986822,-0.016509533846420944
4914.450704125,0.47663269699302047,0.20447761122823577,-0.021719287887414302
4914.550704125,0.4819473284023471,0.2322407065444767,-0.028776728548108785
4914.650704125,0.484680413459724,0.26269649999884154,-0.03484098689761156
4914.750704125,0.4924205225454933,0.28665619978657725,-0.03961680463093625
4914.850704125,0.5073569853851966,0.3008782374480501,-0.044161306543642705
4914.950704125,0.5263903151778303,0.3031188924287239,-0.05446444881529347
4915.050704125,0.5479432591429302,0.30071798052719645,-0.06913294849056939
4915.150704125,0.5667445918288867,0.30645683711662963,-0.0735630167671344
4915.250704125,0.5824487759545363,0.324876502323169,-0.06651627228109039
4915.350704125,0.6008227781614051,0.3471789873726995,-0.04260811894276344
4915.450704125,0.6123838343796676,0.36076833689719623,-0.004678365146653296
4915.550704125,0.6138702146133971,0.36496939744136014,0.037034043611572726
4915.650704125,0.6099634914446044,0.36515927993222247,0.07461777947957861
4915.750704125,0.6007461766768177,0.36705496915101893,0.09744998026519196
4915.850704125,0.588711949991637,0.37013970268224017,0.10628482379311656
4915.950704125,0.5681095384391295,0.37738267614212545,0.11326401031728793
4916.050704125,0.5219334287254427,0.39378694448970125,0.125407733514339
4916.150704125,0.44640643490263193,0.41298507236734977,0.1392105895674062
4916.250704125,0.35149508043812444,0.4240641723947524,0.14780164563419146
4916.350704125,0.2511208954665466,0.4230347719321398,0.15167704034193644
4916.450704125,0.15511052322740154,0.4120565258572418,0.1482413486431828
4916.550704125,0.0831599303456678,0.3924717339624178,0.11950570943995242
4916.650704125,0.03619572711010624,0.37486967632767787,0.07939877302800254
4916.750704125,-0.007442352898645743,0.36437789035422635,0.05078466718004161
4916.850704125,-0.052511414668706784,0.3534974613969136,0.030926924515264118
4916.950704125,-0.09184908848325915,0.3363408562826087,0.006440472838770567
4917.050704125,-0.12174341583339783,0.3089035470027083,-0.02783461677737345
4917.150704125,-0.1482222746828866,0.2720878689681334,-0.06159929483894
4917.250704125,-0.17472910660765711,0.236619665409227,-0.08993411989521313
4917.350704125,-0.20055264791161287,0.2096647597448182,-0.11560602281118708
4917.450704125,-0.22586492044604303,0.18950852430843965,-0.13777569823990046
4917.550704125,-0.24982980352305093,0.16691655044677992,-0.1545489095260574
4917.650704125,-0.27766408684278143,0.13716970560968358,-0.162684620304342
4917.750704125,-0.30677602254682745,0.09923567417425423,-0.16493648005504763
4917.850704125,-0.33493101639505635,0.0573789171941577,-0.1604705112296443
4917.950704125,-0.37182454642286195,0.025954401353984073,-0.14254163728377042
4918.050704125,-0.40950514342448974,-0.0010516632496667092,-0.11874547577661457
4918.150704125,-0.4442494662511799,-0.030491283090696958,-0.09571565579178395
